account_name,advertising_channel_sub_type,advertising_channel_type,bidding_strategy,bidding_strategy_id,bidding_strategy_type,campaign_id,campaign_labels,campaign_name,campaign_status,conversion_category,conversion_tracker_id,conversion_type_name,data_source_name,date,device,external_conversion_source,network,account_id,conversions,conversion_value,estimated_cross_device_conversions,estimated_total_conversions,estimated_total_conversion_value,view_through_conversions
Postpago,,Search,,,Maximize Conversions,15647837733,,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,Submit lead form,212781048,Móvil > Móvil PostPago > Max (Portal > Mkt Claro 2022),Google Ads,2022-04-19,mobile,Analytics,Search Network,5877113422,1.0,0.0,,1.0,0.0,0.0
Postpago,,Search,,,Maximize Conversions,15647882157,,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Submit lead form,375997640,Movil > Cámbiate a Claro > Portabilidad (Portal > Mkt Claro 2022),Google Ads,2022-04-19,mobile,Analytics,Search Network,5877113422,2.0,0.0,,2.0,0.0,0.0
Postpago,,Search,,,Maximize Conversions,15655163450,,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Submit lead form,375997640,Movil > Cámbiate a Claro > Portabilidad (Portal > Mkt Claro 2022),Google Ads,2022-04-19,mobile,Analytics,Search Network,5877113422,1.0,0.0,,1.0,0.0,0.0
Postpago,,Search,,,Maximize Conversions,15655207325,,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_CO_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Submit lead form,375997640,Movil > Cámbiate a Claro > Portabilidad (Portal > Mkt Claro 2022),Google Ads,2022-04-19,mobile,Analytics,Search Network,5877113422,2.0,0.0,,2.0,0.0,0.0
Prepago,,Search,,,Maximize clicks,16472221194,,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Request quote,519951243,Boton TikTok,Google Ads,2022-04-19,desktop,Website,Search Network,8724931293,0.0,0.0,,0.0,0.0,0.0
Prepago,,Search,,,Maximize clicks,16472221194,,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Request quote,519951243,Boton TikTok,Google Ads,2022-04-19,mobile,Website,Search Network,8724931293,0.0,0.0,,1.0,0.0,0.0
Tienda,,Performance Max,,,Maximize Conversions,15781961698,,CLARO_CLAT_CLARO MAX_CONV_CON_DISME_19ENE22_31MAR22_5770_57704300743599001 Tvirtual,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Performance Max,,,Maximize Conversions,15781961698,,CLARO_CLAT_CLARO MAX_CONV_CON_DISME_19ENE22_31MAR22_5770_57704300743599001 Tvirtual,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Performance Max,,,Maximize Conversions,15781961698,,CLARO_CLAT_CLARO MAX_CONV_CON_DISME_19ENE22_31MAR22_5770_57704300743599001 Tvirtual,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Performance Max,,,Maximize Conversions,15900092547,,CLARO_CLAT_CLARO MAX_CONV_CON_FBIGME_17ENE22_31MAR22_5751_57514300743599001 Tvirtual,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Performance Max,,,Maximize Conversions,15900092547,,CLARO_CLAT_CLARO MAX_CONV_CON_FBIGME_17ENE22_31MAR22_5751_57514300743599001 Tvirtual,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,0.5,0.0,0.0
Tienda,,Performance Max,,,Maximize Conversions,15900092547,,CLARO_CLAT_CLARO MAX_CONV_CON_FBIGME_17ENE22_31MAR22_5751_57514300743599001 Tvirtual,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,desktop,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Performance Max,,,Maximize Conversions,16861692690,,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_DISME_08ABR22_31DIC22_6454_PERFORMANCE MAX,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,2.32,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336180,"[""Equipos Claro"",""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_MARCAS POSTPAGO_pacingtm  TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,1.21,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336183,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Search Network,9464343309,0.0,0.0,,3.63,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336183,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,11.1,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336183,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Other,499401016,Post Pago Compra Tarjeta (NE) (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,2.0,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336183,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Purchase/Sale,499401019,PostPago Compra Tarjeta (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,1.0,800.0,,1.0,800.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336183,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,1.0,400.0,,1.0,400.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336186,"[""Equipo Gen u00e9ricos"",""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_15JUN20_31DIC21_POSTPAGO MARCAS_pacingtm  TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,1.73,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336192,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_CO_15JUN20_31DIC21_POSTPAGO BITEL_pacingtm  TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,0.5,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336195,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_CO_15JUN20_31DIC21_POSTPAGO MOVISTAR_pacingtm  TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Search Network,9464343309,0.0,0.0,,0.34,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336195,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_CO_15JUN20_31DIC21_POSTPAGO MOVISTAR_pacingtm  TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,0.5,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336198,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_CO_15JUN20_31DIC21_POSTPAGO ENTEL_Pacingtm  TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,0.66,0.0,0.0
Tienda,,Search,,,Maximize Conversions,10314336198,"[""AON POSTPAGO -HM"",""tienda-virtual""]",PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_CO_15JUN20_31DIC21_POSTPAGO ENTEL_Pacingtm  TVIRTUAL,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Search,,,Maximize Conversions,15647479919,,CLARO_CLAN_TIENDA NEGOCIOS_CONV_CON_SEARCH_01ENE21_31DIC22_TVC_6454_ 645443007436340011,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,1.0,0.0,0.0
Tienda,,Search,,,Maximize Conversions,15647479919,,CLARO_CLAN_TIENDA NEGOCIOS_CONV_CON_SEARCH_01ENE21_31DIC22_TVC_6454_ 645443007436340011,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,1.0,400.0,0.0
Tienda,,Search,,,Maximize Conversions,15647480585,,CLARO_CLAN_TIENDA NEGOCIOS_CONV_CON_SEARCH_01ENE21_31DIC22_TVG_6454_ 64544300743634001,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,1.0,0.0,0.0
Tienda,,Search,,,Maximize Conversions,15650644015,"[""PRP_TV""]",CLARO_CLAT_AON PREPAGO_CONV_CON_SEARCH_01ENE21_31DIC21_4675_46754300743634001_pacing - Migracion TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Search Network,9464343309,0.0,0.0,,1.0,0.0,0.0
Tienda,,Search,,,Maximize Conversions,15650644015,"[""PRP_TV""]",CLARO_CLAT_AON PREPAGO_CONV_CON_SEARCH_01ENE21_31DIC21_4675_46754300743634001_pacing - Migracion TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Search,,,Maximize Conversions,15650644015,"[""PRP_TV""]",CLARO_CLAT_AON PREPAGO_CONV_CON_SEARCH_01ENE21_31DIC21_4675_46754300743634001_pacing - Migracion TVIRTUAL,enabled,Other,499401016,Post Pago Compra Tarjeta (NE) (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Search,,,Maximize Conversions,15650644015,"[""PRP_TV""]",CLARO_CLAT_AON PREPAGO_CONV_CON_SEARCH_01ENE21_31DIC21_4675_46754300743634001_pacing - Migracion TVIRTUAL,enabled,Purchase/Sale,499401019,PostPago Compra Tarjeta (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,,Search,,,Maximize Conversions,15650650279,"[""PRP_TV""]",CLARO_CLAT_AON PREPAGO_CONV_CON_SEARCH_01ENE21_31DIC21_4675_46754300743634002_pacingtm - Migracion TVIRTUAL,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Search Network,9464343309,0.0,0.0,,0.25,0.0,0.0
Tienda,,Search,,,Maximize Conversions,16279335808,,CLARO_CLAG_ACTIVA TU CHIP_CONS_TRF_SEARCH_01ENE21_31DIC21_4661_46614300943634004,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,2.0,0.0,,2.0,0.0,0.0
Tienda,,Search,,,Maximize clicks,16656763174,,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634002_BR,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Search Network,9464343309,0.0,0.0,,0.34,0.0,0.0
Tienda,,Search,,,Maximize clicks,16656763174,,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634002_BR,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,0.53,0.0,0.0
Tienda,,Search,,,Maximize clicks,16656763177,,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634001_GE,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Search Network,9464343309,0.0,0.0,,1.0,0.0,0.0
Tienda,,Unknown,,,Maximize Conversions,15636808290,,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CON_DISME_01FEB21_31OCT21_3574_35744300743591001 - Migracion Trafico,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,1.0,0.0,,1.0,0.0,0.0
Tienda,,Unknown,,,Maximize Conversions,15640104205,,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CON_DISME_01AGO21_31AGO21_2219_22194300743591001 - Migracion Trafico,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,4.0,0.0,0.0
Tienda,,Unknown,,,Maximize Conversions,15640104205,,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CON_DISME_01AGO21_31AGO21_2219_22194300743591001 - Migracion Trafico,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,3.0,1200.0,,3.0,1200.0,0.0
Tienda,,Unknown,,,Maximize Conversions,15640204206,,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_DISME_01JUL21_31DIC22_6454_ 64544300743591001_DISCOVERY #2,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,Smart Display Campaign,Display,,,Maximize Conversions,15636803733,,CLARO_CLAT_RESPONSIVE DINAMICO_CONV_CON_DISME_01AGO21_31DIC21_2250_22504300743591001_tvirtual - Migracion Trafico,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Display Network,9464343309,0.67,0.0,,0.67,0.0,0.0
Tienda,Smart Display Campaign,Display,,,Maximize Conversions,15636803733,,CLARO_CLAT_RESPONSIVE DINAMICO_CONV_CON_DISME_01AGO21_31DIC21_2250_22504300743591001_tvirtual - Migracion Trafico,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Display Network,9464343309,3.13,0.0,,3.13,0.0,0.0
Tienda,Smart Display Campaign,Display,,,Maximize Conversions,15636803733,,CLARO_CLAT_RESPONSIVE DINAMICO_CONV_CON_DISME_01AGO21_31DIC21_2250_22504300743591001_tvirtual - Migracion Trafico,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Display Network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,Smart Display Campaign,Display,,,Maximize Conversions,15793723163,,CLARO_CLAT_RESPONSIVE DINAMICO_CONV_CON_DISME_01AGO21_31ENE22_2250_22504300743591001_tvirtual - COMPRA,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Display Network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,desktop,Analytics,Cross-network,9464343309,0.0,0.0,,6.64,0.0,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,14.18,0.0,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Add to cart,503426386,Datos de contacto (Mkt Digital Team 2021),Google Ads,2022-04-19,tablet,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Other,499401016,Post Pago Compra Tarjeta (NE) (Mkt Digital Team),Google Ads,2022-04-19,desktop,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Other,499401016,Post Pago Compra Tarjeta (NE) (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Purchase/Sale,499401019,PostPago Compra Tarjeta (Mkt Digital Team),Google Ads,2022-04-19,desktop,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Purchase/Sale,499401019,PostPago Compra Tarjeta (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.0,0.0,,0.0,0.0,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,desktop,Analytics,Cross-network,9464343309,0.34,134.29,,0.34,134.29,0.0
Tienda,Smart Shopping,Shopping,,,Maximize Conversion Value,15701784625,,CLARO_CLAT_SMART SHOPPING TIENDA_CONV_CON_SHOPP_13JUL21_31DIC21_1868_18684300746687001 tvirtual - MIGRACION,enabled,Signup,499401004,PostPago Lead Contraentrega (Mkt Digital Team),Google Ads,2022-04-19,mobile,Analytics,Cross-network,9464343309,0.91,363.07,,0.91,363.07,0.0
